Event date,Event,Ticket ID,Payment date,Ticket price buyer,Original ticket price,Ticket listing price,Revenue,Event ID,Seller user ID,Buyer user ID,Listing created Date,Meets ticket Fairshare conditions? (Yes / No),Refund created Date,Kickback,Fairshare
2024-05-08,Fancy Flamingo,25207684,2024-05-08,€59.99,€72.80,€55.47,€4.58,6914373f-7098-4132-a8de-5af04c8204b7,1912739,6918726,2024-05-08,No,,€0.46,€0.46
2024-05-05,Golden Giraffe,25161356,2024-05-05,€54.08,€61.60,€50.00,€4.15,e0d78d5c-7086-4d89-87ef-b1388f842f2c,7113287,5630121,2024-05-05,No,,€0.42,€0.42
2024-05-25,Jubilant Jellybean,25570140,2024-05-24,€116.29,€120.00,€107.52,€8.90,2772b208-9bd2-4817-a281-af19555e0ec5,3603798,13834605,2024-05-24,No,,€0.89,€0.89
2024-05-27,Brilliant Banjo,25632861,2024-05-27,€156.26,€150.64,€144.49,€11.93,2e2f977d-cc5d-4723-8b3c-2d7d5d35c749,13480035,13863722,2024-05-27,No,,€1.19,€1.19
2024-05-25,Jubilant Jellybean,25508709,2024-05-22,€96.90,€89.60,€89.60,€8.19,2772b208-9bd2-4817-a281-af19555e0ec5,13800735,13199761,2024-05-22,No,,€0.82,€0.82
2024-05-26,Lucky Llama,25618268,2024-05-26,€68.31,€95.30,€63.16,€5.22,dcd3cee8-dbe6-48fa-a229-f544c6857872,2749412,2102140,2024-05-26,No,,€0.52,€0.52
2024-05-05,Golden Giraffe,25138990,2024-05-04,€52.99,€54.88,€49.00,€4.07,e0d78d5c-7086-4d89-87ef-b1388f842f2c,10381991,13633003,2024-05-04,No,,€0.41,€0.41
2024-05-29,Curious Cactus,25301721,2024-05-13,€35.11,€53.76,€32.46,€2.68,02f73fd4-3c71-4a8d-b3b7-8ff17bdcd53d,13719096,957296,2024-05-13,No,,€0.27,€0.27
2024-05-23,Electric Emu,25539593,2024-05-23,€46.49,€72.80,€42.99,€3.55,62df8913-4e36-4cb0-a971-44b8ccff3d7b,13480035,8979643,2024-05-23,No,,€0.36,€0.36
2024-05-31,Daring Dragon,25666642,2024-05-30,€32.45,€72.80,€30.00,€2.48,5e160574-2903-43c6-bf2b-9091ba693c26,1101987,7025841,2024-05-28,No,,€0.25,€0.25
2024-05-31,Daring Dragon,24907042,2024-05-31,€32.45,€72.80,€30.00,€2.48,5e160574-2903-43c6-bf2b-9091ba693c26,144907,313495,2024-04-22,No,,€0.25,€0.25
2024-05-23,Electric Emu,25528066,2024-05-23,€37.85,€123.00,€35.00,€2.89,62df8913-4e36-4cb0-a971-44b8ccff3d7b,185970,5848953,2024-05-23,No,,€0.29,€0.29
2024-05-08,Fancy Flamingo,25213764,2024-05-08,€43.26,€50.00,€40.00,€3.30,6914373f-7098-4132-a8de-5af04c8204b7,1039974,5475588,2024-05-08,No,,€0.33,€0.33
2024-05-29,Curious Cactus,25515032,2024-05-22,€59.48,€87.36,€55.00,€4.55,02f73fd4-3c71-4a8d-b3b7-8ff17bdcd53d,3058424,3223333,2024-05-22,No,,€0.46,€0.46
2024-05-29,Curious Cactus,21728553,2023-09-15,€98.84,€76.16,€91.39,€7.55,02f73fd4-3c71-4a8d-b3b7-8ff17bdcd53d,1451799,11988362,2023-09-15,Yes,,€0.76,€5.33
2024-05-26,Lucky Llama,25595891,2024-05-25,€81.01,€95.00,€74.90,€6.20,dcd3cee8-dbe6-48fa-a229-f544c6857872,176248,12236994,2024-05-25,No,,€0.62,€0.62
2024-05-31,Daring Dragon,21805108,2023-09-21,€94.48,€72.80,€87.36,€7.22,5e160574-2903-43c6-bf2b-9091ba693c26,420774,572025,2023-09-21,Yes,,€0.72,€5.10
2024-05-08,Fancy Flamingo,25206495,2024-05-08,€53.99,€72.80,€49.92,€4.13,6914373f-7098-4132-a8de-5af04c8204b7,1912739,6416968,2024-05-08,No,,€0.41,€0.41
2024-05-24,Hungry Hedgehog,25535291,2024-05-23,€116.29,€132.00,€107.52,€8.90,a9f8217c-e4ac-45de-a588-36521e661c14,1253116,13817577,2024-05-23,No,,€0.89,€0.89
2024-05-31,Daring Dragon,21831942,2023-09-26,€94.48,€72.80,€87.36,€7.22,5e160574-2903-43c6-bf2b-9091ba693c26,138613,2570010,2023-09-23,Yes,,€0.72,€5.10
2024-05-31,Daring Dragon,24109212,2024-03-01,€79.95,€61.60,€73.92,€6.12,5e160574-2903-43c6-bf2b-9091ba693c26,61842,11956063,2024-03-01,No,,€0.61,€0.61
2024-05-08,Fancy Flamingo,25207235,2024-05-08,€53.99,€72.80,€49.92,€4.14,6914373f-7098-4132-a8de-5af04c8204b7,1912739,12053269,2024-05-08,No,,€0.41,€0.41
2024-05-05,Golden Giraffe,25050124,2024-04-29,€79.95,€61.60,€73.92,€6.12,e0d78d5c-7086-4d89-87ef-b1388f842f2c,1160788,3816506,2024-04-29,Yes,,€0.61,€4.31
2024-05-29,Curious Cactus,25572549,2024-05-29,€32.45,€64.96,€30.00,€2.48,02f73fd4-3c71-4a8d-b3b7-8ff17bdcd53d,48810,1679141,2024-05-24,No,,€0.25,€0.25
2024-05-05,Golden Giraffe,25137613,2024-05-04,€21.63,€33.00,€20.00,€1.66,e0d78d5c-7086-4d89-87ef-b1388f842f2c,125524,95540,2024-05-04,No,,€0.17,€0.17
2024-05-08,Fancy Flamingo,25160697,2024-05-06,€51.91,€72.80,€48.00,€3.96,6914373f-7098-4132-a8de-5af04c8204b7,362272,5677904,2024-05-05,No,,€0.40,€0.40
2024-05-08,Fancy Flamingo,25181884,2024-05-07,€64.89,€72.80,€60.00,€4.96,6914373f-7098-4132-a8de-5af04c8204b7,2266629,13671904,2024-05-07,No,,€0.50,€0.50
2024-05-31,Daring Dragon,25478755,2024-05-29,€32.45,€72.80,€30.00,€2.48,5e160574-2903-43c6-bf2b-9091ba693c26,7839533,4723385,2024-05-21,No,,€0.25,€0.25
2024-05-24,Hungry Hedgehog,25483420,2024-05-21,€115.50,€89.00,€106.80,€8.83,a9f8217c-e4ac-45de-a588-36521e661c14,2115047,3393040,2024-05-21,Yes,,€0.88,€6.23
2024-05-23,Electric Emu,25538725,2024-05-23,€45.50,€95.20,€42.07,€3.47,62df8913-4e36-4cb0-a971-44b8ccff3d7b,1912739,2037612,2024-05-23,No,,€0.35,€0.35
2024-05-29,Curious Cactus,21718455,2023-09-15,€75.71,€64.96,€70.00,€5.79,02f73fd4-3c71-4a8d-b3b7-8ff17bdcd53d,777316,1593951,2023-09-14,Yes,,€0.58,€0.77
2024-05-29,Curious Cactus,24054659,2024-05-26,€42.00,€35.00,€38.84,€3.20,02f73fd4-3c71-4a8d-b3b7-8ff17bdcd53d,7743304,7008682,2024-02-25,No,,€0.32,€0.32
2024-05-26,Lucky Llama,25067599,2024-05-12,€83.28,€90.00,€77.00,€6.39,dcd3cee8-dbe6-48fa-a229-f544c6857872,7901550,13712442,2024-04-30,No,,€0.64,€0.64
2024-05-05,Golden Giraffe,25099092,2024-05-02,€69.22,€61.60,€64.00,€5.29,e0d78d5c-7086-4d89-87ef-b1388f842f2c,13552806,1796325,2024-05-02,No,,€0.53,€0.53
2024-05-23,Electric Emu,25511498,2024-05-23,€54.08,€50.00,€50.00,€4.13,62df8913-4e36-4cb0-a971-44b8ccff3d7b,11329739,10197037,2024-05-22,No,,€0.41,€0.41
2024-05-27,Brilliant Banjo,24588948,2024-04-02,€195.49,€150.64,€180.76,€14.94,2e2f977d-cc5d-4723-8b3c-2d7d5d35c749,12964466,816948,2024-04-01,Yes,,€1.49,€10.54
2024-05-05,Golden Giraffe,25139017,2024-05-04,€68.13,€61.60,€63.00,€5.20,e0d78d5c-7086-4d89-87ef-b1388f842f2c,6697438,13308638,2024-05-04,No,,€0.52,€0.52
2024-05-05,Golden Giraffe,25157602,2024-05-05,€52.99,€61.60,€49.00,€4.04,e0d78d5c-7086-4d89-87ef-b1388f842f2c,4398813,7165429,2024-05-05,No,,€0.40,€0.40
2024-05-24,Hungry Hedgehog,25430075,2024-05-18,€116.29,€89.60,€107.52,€8.90,a9f8217c-e4ac-45de-a588-36521e661c14,11977950,1154878,2024-05-18,Yes,,€0.89,€6.27
2024-05-27,Brilliant Banjo,25491662,2024-05-27,€151.41,€140.00,€140.00,€11.57,2e2f977d-cc5d-4723-8b3c-2d7d5d35c749,2204186,2825124,2024-05-21,No,,€1.16,€1.16
2024-05-31,Daring Dragon,25736855,2024-05-31,€37.85,€84.00,€35.00,€2.89,5e160574-2903-43c6-bf2b-9091ba693c26,1813216,660321,2024-05-31,No,,€0.29,€0.29
2024-05-29,Curious Cactus,21723903,2023-09-15,€84.31,€64.96,€77.95,€6.45,02f73fd4-3c71-4a8d-b3b7-8ff17bdcd53d,4390080,11324346,2023-09-15,Yes,,€0.65,€4.55
2024-05-31,Daring Dragon,23028626,2023-12-04,€79.95,€61.60,€73.92,€6.12,5e160574-2903-43c6-bf2b-9091ba693c26,2345759,610645,2023-12-04,Yes,,€0.61,€4.31
2024-05-29,Curious Cactus,24272459,2024-03-11,€84.31,€64.96,€77.95,€6.45,02f73fd4-3c71-4a8d-b3b7-8ff17bdcd53d,13234161,10703033,2024-03-11,Yes,,€0.65,€4.55
2024-05-05,Golden Giraffe,25089147,2024-05-03,€79.50,€61.60,€73.50,€6.08,e0d78d5c-7086-4d89-87ef-b1388f842f2c,13330560,1091880,2024-05-01,No,,€0.61,€0.61
2024-05-08,Fancy Flamingo,25173857,2024-05-06,€48.67,€50.00,€45.00,€3.72,6914373f-7098-4132-a8de-5af04c8204b7,2594387,10065368,2024-05-06,No,,€0.37,€0.37
2024-05-26,Lucky Llama,25504337,2024-05-23,€81.11,€95.30,€75.00,€6.20,dcd3cee8-dbe6-48fa-a229-f544c6857872,13540959,13814437,2024-05-22,No,,€0.62,€0.62
2024-05-31,Daring Dragon,25736155,2024-05-31,€21.62,€72.80,€19.99,€1.65,5e160574-2903-43c6-bf2b-9091ba693c26,13480035,8976737,2024-05-31,No,,€0.17,€0.17
2024-05-31,Daring Dragon,24583563,2024-04-03,€78.73,€72.80,€72.80,€6.02,5e160574-2903-43c6-bf2b-9091ba693c26,8063646,8161696,2024-03-31,No,,€0.60,€0.60
2024-05-08,Fancy Flamingo,25201908,2024-05-08,€54.08,€72.80,€50.00,€4.13,6914373f-7098-4132-a8de-5af04c8204b7,6633058,9052542,2024-05-08,No,,€0.41,€0.41
2024-05-23,Electric Emu,25515318,2024-05-23,€43.26,€65.00,€40.00,€3.31,62df8913-4e36-4cb0-a971-44b8ccff3d7b,2732010,1709339,2024-05-22,No,,€0.33,€0.33
2024-05-25,Jubilant Jellybean,25599928,2024-05-25,€152.63,€131.71,€141.12,€11.66,2772b208-9bd2-4817-a281-af19555e0ec5,628647,3472003,2024-05-25,Yes,,€1.17,€1.18
2024-05-31,Daring Dragon,21876012,2023-09-26,€94.48,€72.80,€87.36,€7.22,5e160574-2903-43c6-bf2b-9091ba693c26,420774,12064690,2023-09-26,Yes,,€0.72,€5.10
2024-05-27,Brilliant Banjo,24684025,2024-04-09,€146.00,€128.24,€135.00,€11.16,2e2f977d-cc5d-4723-8b3c-2d7d5d35c749,2499272,11777318,2024-04-07,Yes,,€1.12,€0.00
2024-05-26,Lucky Llama,24699625,2024-04-09,€91.93,€95.30,€85.00,€7.02,dcd3cee8-dbe6-48fa-a229-f544c6857872,3127497,272312,2024-04-09,No,,€0.70,€0.70
2024-05-05,Golden Giraffe,25011821,2024-04-27,€79.95,€61.60,€73.92,€6.12,e0d78d5c-7086-4d89-87ef-b1388f842f2c,334197,526961,2024-04-27,Yes,,€0.61,€4.31
2024-05-25,Jubilant Jellybean,25389428,2024-05-17,€146.00,€125.00,€135.00,€11.16,2772b208-9bd2-4817-a281-af19555e0ec5,6522234,12052408,2024-05-17,Yes,,€1.12,€1.63
2024-05-25,Jubilant Jellybean,25550839,2024-05-24,€116.29,€89.60,€107.52,€8.89,2772b208-9bd2-4817-a281-af19555e0ec5,6626181,10742722,2024-05-24,Yes,,€0.89,€6.27
2024-05-24,Hungry Hedgehog,25563932,2024-05-24,€134.11,€117.60,€124.00,€10.24,a9f8217c-e4ac-45de-a588-36521e661c14,621860,13076491,2024-05-24,Yes,,€1.02,€0.10
2024-05-31,Daring Dragon,21776298,2023-09-20,€70.30,€61.60,€65.00,€5.37,5e160574-2903-43c6-bf2b-9091ba693c26,3931859,8853410,2023-09-18,Yes,,€0.54,€0.08
2024-05-05,Golden Giraffe,24953094,2024-04-25,€61.65,€61.60,€57.00,€4.72,e0d78d5c-7086-4d89-87ef-b1388f842f2c,2810853,147752,2024-04-25,No,,€0.47,€0.47
2024-05-05,Golden Giraffe,24823366,2024-04-17,€79.95,€61.60,€73.92,€6.12,e0d78d5c-7086-4d89-87ef-b1388f842f2c,1702212,827706,2024-04-17,Yes,,€0.61,€4.31
2024-05-08,Fancy Flamingo,25201452,2024-05-08,€64.35,€65.00,€59.50,€4.93,6914373f-7098-4132-a8de-5af04c8204b7,1078621,442861,2024-05-08,No,,€0.49,€0.49
2024-05-05,Golden Giraffe,25152228,2024-05-05,€54.08,€61.60,€50.00,€4.13,e0d78d5c-7086-4d89-87ef-b1388f842f2c,246278,10239371,2024-05-05,No,,€0.41,€0.41
2024-05-31,Daring Dragon,25355777,2024-05-25,€32.45,€72.80,€30.00,€2.48,5e160574-2903-43c6-bf2b-9091ba693c26,656071,2395841,2024-05-15,No,,€0.25,€0.25
2024-05-26,Lucky Llama,25595852,2024-05-25,€75.60,€95.00,€69.90,€5.78,dcd3cee8-dbe6-48fa-a229-f544c6857872,176248,13849664,2024-05-25,No,,€0.58,€0.58
2024-05-25,Jubilant Jellybean,25602197,2024-05-25,€116.29,€90.00,€107.52,€8.89,2772b208-9bd2-4817-a281-af19555e0ec5,13480035,588126,2024-05-25,Yes,,€0.89,€6.07
2024-05-05,Golden Giraffe,24948827,2024-04-24,€79.95,€61.60,€73.92,€6.12,e0d78d5c-7086-4d89-87ef-b1388f842f2c,2491810,6568367,2024-04-24,Yes,,€0.61,€4.31
2024-05-26,Lucky Llama,25292661,2024-05-18,€79.99,€184.18,€73.96,€6.12,dcd3cee8-dbe6-48fa-a229-f544c6857872,13714382,1774218,2024-05-12,No,,€0.61,€0.61
2024-05-26,Lucky Llama,24722262,2024-04-10,€91.93,€95.30,€85.00,€7.02,dcd3cee8-dbe6-48fa-a229-f544c6857872,2290604,8822399,2024-04-10,No,,€0.70,€0.70
2024-05-08,Fancy Flamingo,25200019,2024-05-08,€59.48,€60.00,€55.00,€4.55,6914373f-7098-4132-a8de-5af04c8204b7,13651433,5358741,2024-05-08,No,,€0.46,€0.46
2024-05-31,Daring Dragon,25505908,2024-05-30,€32.45,€72.80,€30.00,€2.48,5e160574-2903-43c6-bf2b-9091ba693c26,13430855,10173167,2024-05-22,No,,€0.25,€0.25
2024-05-29,Curious Cactus,25530206,2024-05-23,€78.95,€87.36,€73.00,€6.03,02f73fd4-3c71-4a8d-b3b7-8ff17bdcd53d,4201691,2543429,2024-05-23,No,,€0.60,€0.60
2024-05-31,Daring Dragon,25662888,2024-05-31,€32.45,€61.60,€30.00,€2.48,5e160574-2903-43c6-bf2b-9091ba693c26,2884864,13903463,2024-05-28,No,,€0.25,€0.25
2024-05-31,Daring Dragon,24747111,2024-04-12,€109.02,€84.00,€100.80,€8.33,5e160574-2903-43c6-bf2b-9091ba693c26,1385359,176241,2024-04-12,Yes,,€0.83,€5.88
2024-05-05,Golden Giraffe,25072975,2024-04-30,€79.95,€61.60,€73.92,€6.12,e0d78d5c-7086-4d89-87ef-b1388f842f2c,3115507,12540675,2024-04-30,Yes,,€0.61,€4.31
2024-05-25,Jubilant Jellybean,25583605,2024-05-25,€116.29,€89.60,€107.52,€8.90,2772b208-9bd2-4817-a281-af19555e0ec5,5282487,12721307,2024-05-25,Yes,,€0.89,€6.27
2024-05-31,Daring Dragon,25724930,2024-05-31,€34.15,€72.80,€31.58,€2.61,5e160574-2903-43c6-bf2b-9091ba693c26,165776,9009459,2024-05-31,No,,€0.26,€0.26
2024-05-31,Daring Dragon,25731849,2024-05-31,€26.50,€72.80,€24.50,€2.04,5e160574-2903-43c6-bf2b-9091ba693c26,1731335,12835966,2024-05-31,No,,€0.20,€0.20
2024-05-29,Curious Cactus,22460623,2023-10-27,€113.37,€87.36,€104.83,€8.66,02f73fd4-3c71-4a8d-b3b7-8ff17bdcd53d,4544397,2518095,2023-10-27,Yes,,€0.87,€6.11
2024-05-27,Brilliant Banjo,23816881,2024-02-08,€166.42,€128.24,€153.88,€12.72,2e2f977d-cc5d-4723-8b3c-2d7d5d35c749,288950,2538321,2024-02-08,Yes,,€1.27,€8.97
2024-05-23,Electric Emu,25484816,2024-05-21,€64.89,€95.20,€60.00,€4.96,62df8913-4e36-4cb0-a971-44b8ccff3d7b,11279581,725087,2024-05-21,No,,€0.50,€0.50
2024-05-31,Daring Dragon,25737770,2024-05-31,€21.63,€72.80,€20.00,€1.65,5e160574-2903-43c6-bf2b-9091ba693c26,6803281,2036759,2024-05-31,No,,€0.17,€0.17
2024-05-25,Jubilant Jellybean,25354740,2024-05-15,€116.29,€108.15,€107.52,€8.90,2772b208-9bd2-4817-a281-af19555e0ec5,6649720,13479277,2024-05-15,No,,€0.89,€0.89
2024-05-27,Brilliant Banjo,25621130,2024-05-26,€118.97,€120.00,€110.00,€9.10,2e2f977d-cc5d-4723-8b3c-2d7d5d35c749,12569060,356914,2024-05-26,No,,€0.91,€0.91
2024-05-08,Fancy Flamingo,25206543,2024-05-08,€55.16,€55.00,€51.00,€4.21,6914373f-7098-4132-a8de-5af04c8204b7,11199,13151945,2024-05-08,No,,€0.42,€0.42
2024-05-27,Brilliant Banjo,25554798,2024-05-24,€105.45,€97.50,€97.50,€8.07,2e2f977d-cc5d-4723-8b3c-2d7d5d35c749,5421311,4577583,2024-05-24,No,,€0.81,€0.81
2024-05-27,Brilliant Banjo,25063012,2024-04-30,€180.96,€139.44,€167.32,€13.84,2e2f977d-cc5d-4723-8b3c-2d7d5d35c749,217675,514404,2024-04-30,Yes,,€1.38,€9.76
2024-05-29,Curious Cactus,25238124,2024-05-09,€106.59,€98.56,€98.56,€8.15,02f73fd4-3c71-4a8d-b3b7-8ff17bdcd53d,4957241,443976,2024-05-09,No,,€0.82,€0.82
2024-05-24,Hungry Hedgehog,25279417,2024-05-11,€94.48,€72.80,€87.36,€7.22,a9f8217c-e4ac-45de-a588-36521e661c14,1264782,9190098,2024-05-11,Yes,,€0.72,€5.10
2024-05-31,Daring Dragon,25494195,2024-05-28,€32.43,€72.80,€29.99,€2.48,5e160574-2903-43c6-bf2b-9091ba693c26,91183,730343,2024-05-21,No,,€0.25,€0.25
2024-05-25,Jubilant Jellybean,25514314,2024-05-23,€104.67,€95.20,€96.78,€8.84,2772b208-9bd2-4817-a281-af19555e0ec5,13800735,7615345,2024-05-22,No,,€0.88,€0.88
2024-05-23,Electric Emu,25526123,2024-05-23,€54.08,€114.24,€50.00,€4.14,62df8913-4e36-4cb0-a971-44b8ccff3d7b,13814849,10197037,2024-05-23,No,,€0.41,€0.41
2024-05-25,Jubilant Jellybean,25532713,2024-05-23,€152.48,€140.00,€140.99,€11.65,2772b208-9bd2-4817-a281-af19555e0ec5,1656037,13249852,2024-05-23,No,,€1.17,€1.17
2024-05-31,Daring Dragon,25685004,2024-05-30,€34.60,€72.80,€31.99,€2.64,5e160574-2903-43c6-bf2b-9091ba693c26,1912739,4673784,2024-05-29,No,,€0.26,€0.26
2024-05-31,Daring Dragon,25720606,2024-05-31,€45.54,€84.00,€42.10,€3.49,5e160574-2903-43c6-bf2b-9091ba693c26,165776,2532770,2024-05-31,No,,€0.35,€0.35
2024-05-05,Golden Giraffe,25148688,2024-05-05,€59.35,€54.88,€54.88,€4.53,e0d78d5c-7086-4d89-87ef-b1388f842f2c,3647517,7084211,2024-05-04,No,,€0.45,€0.45
2024-05-25,Jubilant Jellybean,25469452,2024-05-20,€115.50,€89.00,€106.80,€8.83,2772b208-9bd2-4817-a281-af19555e0ec5,8361710,11788391,2024-05-20,Yes,,€0.88,€6.23
2024-05-29,Curious Cactus,23908452,2024-02-16,€113.37,€87.36,€104.83,€8.66,02f73fd4-3c71-4a8d-b3b7-8ff17bdcd53d,37071,283077,2024-02-16,Yes,,€0.87,€6.11
2024-05-05,Golden Giraffe,24791506,2024-04-30,€63.95,€49.28,€59.13,€4.89,e0d78d5c-7086-4d89-87ef-b1388f842f2c,12857363,391559,2024-04-15,No,,€0.49,€0.49
2024-05-08,Fancy Flamingo,25161247,2024-05-08,€102.96,€95.20,€95.20,€7.86,6914373f-7098-4132-a8de-5af04c8204b7,13631109,2821619,2024-05-05,No,,€0.79,€0.79
2024-05-24,Hungry Hedgehog,25257488,2024-05-10,€118.97,€100.00,€110.00,€9.10,a9f8217c-e4ac-45de-a588-36521e661c14,12080944,13656120,2024-05-10,Yes,,€0.91,€2.25
2024-05-23,Electric Emu,25486429,2024-05-23,€32.45,€123.20,€30.00,€2.48,62df8913-4e36-4cb0-a971-44b8ccff3d7b,4092724,12606813,2024-05-21,No,,€0.25,€0.25
2024-05-23,Electric Emu,25530133,2024-05-23,€43.26,€123.20,€40.00,€3.31,62df8913-4e36-4cb0-a971-44b8ccff3d7b,6919995,13822949,2024-05-23,No,,€0.33,€0.33
2024-05-27,Brilliant Banjo,24514180,2024-04-01,€189.26,€202.00,€175.00,€14.46,2e2f977d-cc5d-4723-8b3c-2d7d5d35c749,7180733,3635676,2024-03-27,No,,€1.45,€1.45
2024-05-05,Golden Giraffe,24764949,2024-04-13,€79.95,€61.60,€73.92,€6.12,e0d78d5c-7086-4d89-87ef-b1388f842f2c,13460651,11661280,2024-04-13,Yes,,€0.61,€4.31
2024-05-29,Curious Cactus,21731063,2023-09-15,€84.31,€64.96,€77.95,€6.45,02f73fd4-3c71-4a8d-b3b7-8ff17bdcd53d,1261359,1671523,2023-09-15,Yes,,€0.65,€4.55
2024-05-31,Daring Dragon,21990518,2023-10-04,€94.48,€72.80,€87.36,€7.22,5e160574-2903-43c6-bf2b-9091ba693c26,2131742,391771,2023-10-04,Yes,,€0.72,€5.10
2024-05-31,Daring Dragon,23909422,2024-02-16,€79.95,€61.60,€73.92,€6.12,5e160574-2903-43c6-bf2b-9091ba693c26,10728509,439981,2024-02-16,No,,€0.61,€0.61
2024-05-29,Curious Cactus,25038686,2024-04-28,€75.71,€64.96,€70.00,€5.78,02f73fd4-3c71-4a8d-b3b7-8ff17bdcd53d,13036156,283077,2024-04-28,Yes,,€0.58,€0.77
2024-05-25,Jubilant Jellybean,25354785,2024-05-15,€94.48,€72.80,€87.36,€7.22,2772b208-9bd2-4817-a281-af19555e0ec5,11853612,12008372,2024-05-15,Yes,,€0.72,€5.10
2024-05-25,Jubilant Jellybean,25442335,2024-05-19,€116.29,€89.60,€107.52,€8.89,2772b208-9bd2-4817-a281-af19555e0ec5,6280795,4982203,2024-05-19,Yes,,€0.89,€6.27
2024-05-24,Hungry Hedgehog,25511120,2024-05-22,€116.29,€135.00,€107.52,€8.89,a9f8217c-e4ac-45de-a588-36521e661c14,7844854,12911637,2024-05-22,No,,€0.89,€0.89
2024-05-29,Curious Cactus,23490921,2024-01-10,€84.31,€64.96,€77.95,€6.45,02f73fd4-3c71-4a8d-b3b7-8ff17bdcd53d,2540935,12426380,2024-01-10,No,,€0.65,€0.65
2024-05-29,Curious Cactus,24861810,2024-04-19,€58.14,€53.76,€53.76,€4.45,02f73fd4-3c71-4a8d-b3b7-8ff17bdcd53d,1481321,13481202,2024-04-19,No,,€0.44,€0.44
2024-05-05,Golden Giraffe,25156042,2024-05-05,€43.26,€142.08,€40.00,€3.30,e0d78d5c-7086-4d89-87ef-b1388f842f2c,2832360,2976322,2024-05-05,No,,€0.33,€0.33
2024-05-24,Hungry Hedgehog,25483287,2024-05-21,€116.29,€90.00,€107.52,€8.89,a9f8217c-e4ac-45de-a588-36521e661c14,2115047,11253458,2024-05-21,Yes,,€0.89,€6.07
2024-05-24,Hungry Hedgehog,25531792,2024-05-23,€116.29,€89.60,€107.52,€8.89,a9f8217c-e4ac-45de-a588-36521e661c14,7169496,11331376,2024-05-23,Yes,,€0.89,€6.27
2024-05-23,Electric Emu,25533211,2024-05-23,€42.90,€95.20,€39.67,€3.27,62df8913-4e36-4cb0-a971-44b8ccff3d7b,1912739,2777465,2024-05-23,No,,€0.33,€0.33
2024-05-23,Electric Emu,25544430,2024-05-23,€48.66,€44.99,€44.99,€3.72,62df8913-4e36-4cb0-a971-44b8ccff3d7b,13480035,5653321,2024-05-23,No,,€0.37,€0.37
2024-05-31,Daring Dragon,25740806,2024-05-31,€17.30,€72.80,€16.00,€1.32,5e160574-2903-43c6-bf2b-9091ba693c26,13912187,10559,2024-05-31,No,,€0.13,€0.13
2024-05-05,Golden Giraffe,24891040,2024-04-21,€66.62,€61.60,€61.60,€4.98,e0d78d5c-7086-4d89-87ef-b1388f842f2c,50184,943029,2024-04-21,No,,€0.50,€0.50
2024-05-05,Golden Giraffe,25011824,2024-04-27,€79.95,€61.60,€73.92,€6.12,e0d78d5c-7086-4d89-87ef-b1388f842f2c,334197,875850,2024-04-27,Yes,,€0.61,€4.31
2024-05-24,Hungry Hedgehog,25451734,2024-05-19,€116.29,€100.00,€107.52,€8.90,a9f8217c-e4ac-45de-a588-36521e661c14,10201229,12039405,2024-05-19,Yes,,€0.89,€1.07
2024-05-24,Hungry Hedgehog,25457836,2024-05-19,€122.09,€94.08,€112.89,€9.32,a9f8217c-e4ac-45de-a588-36521e661c14,5282487,11081076,2024-05-19,Yes,,€0.93,€6.58
2024-05-26,Lucky Llama,25521169,2024-05-26,€70.30,€65.00,€65.00,€5.37,dcd3cee8-dbe6-48fa-a229-f544c6857872,55425,1088214,2024-05-22,No,,€0.54,€0.54
2024-05-05,Golden Giraffe,24405267,2024-03-24,€66.62,€61.60,€61.60,€5.09,e0d78d5c-7086-4d89-87ef-b1388f842f2c,575316,7439538,2024-03-20,No,,€0.51,€0.51
2024-05-29,Curious Cactus,24601595,2024-04-02,€98.84,€76.16,€91.39,€7.55,02f73fd4-3c71-4a8d-b3b7-8ff17bdcd53d,7195127,11256482,2024-04-02,Yes,,€0.76,€5.33
2024-05-31,Daring Dragon,25667100,2024-05-31,€30.28,€72.80,€28.00,€2.31,5e160574-2903-43c6-bf2b-9091ba693c26,1058547,89095,2024-05-28,No,,€0.23,€0.23
2024-05-05,Golden Giraffe,24600091,2024-04-02,€79.95,€61.60,€73.92,€6.12,e0d78d5c-7086-4d89-87ef-b1388f842f2c,2049951,34827,2024-04-02,Yes,,€0.61,€4.31
2024-05-26,Lucky Llama,24929184,2024-05-23,€57.32,€117.70,€53.00,€4.38,dcd3cee8-dbe6-48fa-a229-f544c6857872,12540623,13605339,2024-04-23,No,,€0.44,€0.44
2024-05-29,Curious Cactus,25354831,2024-05-24,€59.48,€76.16,€55.00,€4.55,02f73fd4-3c71-4a8d-b3b7-8ff17bdcd53d,12876834,679363,2024-05-15,No,,€0.46,€0.46
2024-05-23,Electric Emu,25533012,2024-05-23,€42.90,€95.20,€39.67,€3.27,62df8913-4e36-4cb0-a971-44b8ccff3d7b,1912739,8523780,2024-05-23,No,,€0.33,€0.33
2024-05-08,Fancy Flamingo,25186602,2024-05-07,€50.99,€72.80,€47.14,€3.90,6914373f-7098-4132-a8de-5af04c8204b7,1912739,4439875,2024-05-07,No,,€0.39,€0.39
2024-05-31,Daring Dragon,25623780,2024-05-28,€26.99,€61.60,€24.95,€2.07,5e160574-2903-43c6-bf2b-9091ba693c26,1216689,159527,2024-05-26,No,,€0.21,€0.21
